# Radius 	finiterdf__wat_wat	rdf__wat_wat	finiterdf__wat_OH	rdf__wat_OH	finiterdf__wat_Na	rdf__wat_Na	finiterdf__wat_B	rdf__wat_B	finiterdf__wat_H2	rdf__wat_H2	finiterdf__OH_OH	rdf__OH_OH	finiterdf__OH_Na	rdf__OH_Na	finiterdf__OH_B	rdf__OH_B	finiterdf__OH_H2	rdf__OH_H2	finiterdf__Na_Na	rdf__Na_Na	finiterdf__Na_B	rdf__Na_B	finiterdf__Na_H2	rdf__Na_H2	finiterdf__B_B	rdf__B_B	finiterdf__B_H2	rdf__B_H2	finiterdf__H2_H2	rdf__H2_H2	
1.98813 0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.99946 0	0	0	0	1.07038e-05	1.06928e-05	0	0	0	0	0	0	2.47774e-05	2.47519e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2.01078 0	0	0	0	3.70424e-05	3.70037e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2.02211 0	0	0	0	0.000183143	0.000182948	0	0	0	0	0	0	4.84505e-05	4.8399e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2.03344 0	0	0	0	0.0005278	0.00052723	0	0	0	0	0	0	7.18682e-05	7.17906e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2.04477 0	0	0	0	0.00154543	0.00154374	0	0	0	0	0	0	0.000284296	0.000283984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2.0561 0	0	0	0	0.00400839	0.00400392	0	0	0	0	0	0	0.000960672	0.000959599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2.06743 0	0	0	0	0.00984138	0.00983022	0	0	0	0	0	0	0.0014832	0.00148151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2.07875 0	0	0	0	0.0223307	0.022305	0	0	0	0	0	0	0.00320923	0.00320553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2.09008 0	0	0	0	0.0459859	0.0459321	0	0	0	0	0	0	0.00528333	0.00527714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2.10141 0	0	0	0	0.0881436	0.0880389	0	0	0	0	0	0	0.0105203	0.0105078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2.11274 0	0	0	0	0.158339	0.158149	0	0	0	0	0	0	0.0157782	0.0157591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2.12407 0	0	0	0	0.269172	0.268844	0	0	0	0	0	0	0.0227019	0.022674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2.1354 0	0	0	0	0.433554	0.43302	0	0	0	0	0	0	0.0343442	0.0343014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2.14673 0	0	0	0	0.658191	0.657377	0	0	0	0	0	0	0.0476747	0.0476143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2.15805 0	0	0	0	0.961889	0.960698	0	0	0	0	0	0	0.0639144	0.0638323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2.16938 0	0	0	0	1.33966	1.33801	0	0	0	0	0	0	0.0832651	0.0831565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2.18071 0	0	0	0	1.80767	1.80548	0	0	0	0	0	0	0.100399	0.100266	0	0	0	0	0	0	0	0	0.00224961	0.00224661	0	0	0	0	0	0	
2.19204 0	0	5.56604e-06	5.55852e-06	2.34829	2.3455	0	0	0	0	0	0	0.123504	0.123339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2.20337 0	0	1.10179e-05	1.10028e-05	2.9534	2.95002	0	0	0	0	0	0	0.149823	0.149619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2.2147 0	0	4.90747e-05	4.90062e-05	3.60683	3.6029	0	0	0	0	0	0	0.1696	0.169367	0	0	0	0	0	0	0	0	0.0021811	0.00217806	0	0	0	0	0	0	
2.22602 0	0	0.00016408	0.000163848	4.28048	4.27612	0	0	0	0	0	0	0.191687	0.19142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2.23735 0	0	0.000414606	0.00041401	4.95648	4.95185	0	0	0	0	0	0	0.216623	0.216318	0	0	0	0	0	0	0	0	0.00213715	0.00213407	0	0	0	0	0	0	
2.24868 0	0	0.0012292	0.00122741	5.61106	5.60638	0	0	0	0	0	0	0.239364	0.239022	0	0	0	0	0	0	0	0	0.00423133	0.00422516	0	0	0	0	0	0	
2.26001 0	0	0.00288519	0.00288092	6.20977	6.20531	0	0	0	0	0	0	0.261019	0.260642	0	0	0	0	0	0	0	0	0.00837804	0.00836564	0	0	0	0	0	0	
2.27134 0	0	0.00663367	0.0066237	6.75348	6.7495	0	0	0	0	0	0	0.277622	0.277217	0	0	0.000518417	0.000517638	0	0	0	0	0.012442	0.0124233	0	0	0	0	0	0	
2.28267 0	0	0.0138515	0.0138304	7.20296	7.19973	0	0	0	0	9.50527e-06	9.53491e-06	0.289816	0.289388	0	0	0	0	0	0	0	0	0.0123188	0.0123	0	0	0	0	0	0	
2.29399 0	0	0.0273569	0.0273145	7.58096	7.57869	0	0	0	0	0	0	0.303111	0.302658	0	0	0.00101646	0.00101488	0	0	0	0	0.00813164	0.00811906	0	0	0	0	0	0	
2.30532 0	0	0.0497538	0.0496757	7.84348	7.84237	0	0	0	0	9.31935e-06	9.34798e-06	0.318852	0.318372	0	0	0.000503245	0.000502454	0	0	0	0	0.0181168	0.0180884	0	0	0	0	0	0	
2.31665 0	0	0.0851047	0.0849694	8.00859	8.00876	0	0	0	0	9.22843e-06	9.25657e-06	0.324933	0.324438	0	0	0.000498335	0.000497541	0	0	0	0	0.0159467	0.0159213	0	0	0	0	0	0	
2.32798 0	0	0.139039	0.138815	8.08827	8.08979	0	0	0	0	3.65553e-05	3.66659e-05	0.325105	0.324605	0	0	0	0	0	0	0	0	0.0217139	0.0216788	0	0	0	0	0	0	
2.33931 0	0	0.21358	0.213232	8.05767	8.06053	0	0	0	0	3.62034	3.63152	0.327213	0.326704	0	0	0	0	0	0	0	0	0.0215041	0.0214688	0	0	0	0	0.105565	0.210785	
2.35064 0	0	0.313805	0.313289	7.96036	7.96451	0	0	0	0	1.79282	1.79839	0.326451	0.325938	0	0	0.00435627	0.00434901	0	0	0	0	0.0232334	0.0231948	0	0	0	0	0	0	
2.36196 0	0	0.440727	0.439996	7.78653	7.79187	0	0	0	0	17.7557	17.8181	0.327802	0.327281	0	0	0.00287639	0.00287153	0	0	0	0	0.0383518	0.0382872	0	0	0	0	0.10355	0.206752	
2.37329 4.10255e-07	4.09962e-07	0.596212	0.595217	7.56727	7.57368	0	0	0	0	17.5868	17.6558	0.325348	0.324826	0	0	0.00379866	0.00379215	0	0	0	0	0.017094	0.0170647	0	0	0	0	0	0	
2.38462 4.06367e-07	4.06066e-07	0.773496	0.772201	7.29763	7.30494	0	0	0.000101592	0.000101415	31.3559	31.5026	0.317665	0.317151	0	0	0.0089363	0.00892077	0	0	0	0	0.0338639	0.0338052	0	0	0	0	0	0	
2.39595 5.23293e-06	5.22893e-06	0.97165	0.970022	6.97809	6.98612	0	0	0	0	13.8049	13.8739	0.316946	0.316427	0	0	0.0153745	0.0153474	0	0	0	0	0.0428623	0.042787	0	0	0	0	0	0	
2.40728 1.99377e-05	1.99219e-05	1.17987	1.1779	6.64433	6.65293	0	0	0	0	3.4195	3.43681	0.309441	0.308928	0	0	0.0170762	0.0170457	0	0	0	0	0.0424598	0.0423842	0	0	0	0	0.0996883	0.199023	
2.41861 4.93783e-05	4.93381e-05	1.39676	1.39444	6.2786	6.28756	0	0	9.87567e-05	9.85775e-05	1.69434	1.70295	0.29859	0.29809	1.69336e-05	1.72218e-05	0.0224031	0.0223625	0	0	0	0	0.0365765	0.0365105	0	0	0	0	0.0987567	0.197159	
2.42993 0.000140887	0.000140768	1.60784	1.60519	5.90922	5.91841	0	0	0.00048919	0.00048829	456.313	464.067	0.291451	0.290958	0	0	0.0330656	0.0330049	0	0	0	0	0.048919	0.0488295	0	0	0	0	0	0	
2.44126 0.000372219	0.000371897	1.80715	1.80421	5.54833	5.55761	0	0	0.000484661	0.000483756	0.00189476	0.00192691	0.27858	0.278104	0	0	0.0435297	0.0434487	0	0	0	0	0.0502611	0.0501679	0	0	0	0	0.193864	0.387017	
2.45259 0.00092735	0.000926522	1.98964	1.98646	5.18379	5.19303	0	0	0.000960387	0.000958571	0.00240426	0.00244499	0.275337	0.274861	1.64675e-05	1.67465e-05	0.0635812	0.0634613	0	0	0	0	0.0675828	0.0674558	0	0	0	0	0.192077	0.383444	
2.46392 0.00208129	0.00207938	2.13918	2.13582	4.82578	4.83486	0	0	0.00228378	0.0022794	0.00296144	0.00301153	0.262059	0.261601	0	0	0.0766548	0.0765083	0	0	0	0	0.068725	0.0685942	0	0	0	0	0.285473	0.569882	
2.47525 0.00433313	0.00432903	2.26348	2.26	4.47974	4.48859	0	0	0.00282866	0.00282316	0.00400145	0.00406902	0.254249	0.2538	3.23349e-05	3.2881e-05	0.0894869	0.0893138	0	0	0	0	0.0855582	0.0853933	0	0	0	0	0.377155	0.752899	
2.48658 0.00863045	0.00862207	2.35624	2.3527	4.14869	4.15723	0	0	0.00420442	0.00419613	0.00450977	0.0045858	0.240724	0.240293	0	0	0.107706	0.107495	0	0	0	0	0.0743991	0.0742539	0	0	0	0	0.186863	0.373021	
2.4979 0.0159329	0.015917	2.41218	2.40866	3.84351	3.85173	0	0	0.00796239	0.00794648	0.00601682	0.0061181	0.231243	0.230824	1.58755e-05	1.61427e-05	0.125591	0.125342	0	0	0	0	0.113161	0.112937	0	0	0	0	0.370344	0.739285	
2.50923 0.028224	0.028195	2.43708	2.43361	3.5419	3.54972	0	0	0.011836	0.011812	0.00704815	0.0071666	0.229348	0.228928	0.000110127	0.000111978	0.158442	0.158124	0	0	0	0	0.0764599	0.0763069	0	0	0	0	0.183504	0.366306	
2.52056 0.0475104	0.0474604	2.43268	2.42932	3.25676	3.26415	3.36774e-06	3.36083e-06	0.0130938	0.0130669	0.00874677	0.00889352	0.217469	0.217066	6.23655e-05	6.34118e-05	0.192382	0.191992	0	0	0	0	0.131342	0.131076	0	0	0	0	0.636503	1.27058	
2.53189 0.0762369	0.0761548	2.4011	2.39787	3.00371	3.01069	0	0	0.0200961	0.0200543	0.0101444	0.0103143	0.20743	0.207041	4.63565e-05	4.71329e-05	0.222372	0.221917	0	0	0	0	0.116818	0.116579	0	0	0	0	0.450585	0.899453	
2.54322 0.117428	0.117299	2.34698	2.34391	2.76435	2.77092	3.308e-06	3.30103e-06	0.0253658	0.0253123	0.0118843	0.012083	0.197224	0.19685	0.000183778	0.000186851	0.262159	0.261617	0	0	0	0	0.130666	0.130395	0	0	0	0	0.714528	1.42635	
2.55455 0.174595	0.174399	2.27215	2.26926	2.53567	2.54181	6.55746e-06	6.54344e-06	0.0340824	0.0340097	0.0136234	0.0138508	0.193976	0.193604	0.000318765	0.000324086	0.277872	0.277291	0	0	0	0	0.116395	0.116151	0	0	0	0	0.531154	1.0603	
2.56587 0.249577	0.249291	2.18065	2.17795	2.33037	2.33609	1.29994e-05	1.29712e-05	0.0481724	0.0480683	0.0156474	0.0159081	0.183977	0.18362	0.000240729	0.00024474	0.341233	0.340514	0	0	0	0	0.134868	0.134582	0	0	0.00162492	0.0016214	1.05295	2.10198	
2.5772 0.344229	0.343828	2.08004	2.07754	2.13543	2.14074	9.664e-06	9.6428e-06	0.0603613	0.0602293	0.0175682	0.0178605	0.175965	0.175619	0.00041758	0.000424526	0.351528	0.35078	0	0	0	0	0.140128	0.139827	0	0	0	0	0.782784	1.56268	
2.58853 0.461046	0.460502	1.97273	1.9704	1.95523	1.96016	2.23524e-05	2.23027e-05	0.077681	0.077509	0.0200979	0.0204317	0.170156	0.169818	0.00039915	0.000405777	0.43188	0.430954	0	0	0	0	0.15008	0.149754	0	0	0	0	0.517298	1.03269	
2.59986 0.598979	0.598264	1.8605	1.85835	1.80411	1.8087	3.79852e-05	3.78996e-05	0.101022	0.100795	0.0224218	0.0227935	0.167914	0.167576	0.000556882	0.000566111	0.459383	0.458391	0	0	0	0	0.159854	0.159503	0	0	0.00158272	0.00157915	0.5128	1.02371	
2.61119 0.756962	0.756054	1.74661	1.74464	1.66239	1.66665	6.27605e-05	6.26173e-05	0.121922	0.121645	0.0251551	0.0255713	0.159022	0.158698	0.000958842	0.000974704	0.49777	0.496687	0	0	0	0	0.149056	0.148725	0	0	0.00156901	0.00156543	0.931994	1.8606	
2.62252 0.934048	0.932926	1.63534	1.63353	1.52351	1.52743	0.00015866	0.000158293	0.151361	0.151014	0.0279556	0.0284174	0.153475	0.153158	0.000936173	0.000951632	0.585252	0.583972	0.000115221	0.000117124	0	0	0.161771	0.161407	0	0	0	0	1.09195	2.18001	
2.63384 1.12583	1.12448	1.52478	1.52311	1.39859	1.40221	0.000200478	0.000200008	0.185454	0.185025	0.0306856	0.0311916	0.149016	0.148705	0.001228	0.00124824	0.600662	0.599341	0.000342697	0.000348345	0	0	0.138792	0.138477	0	0	0	0	0.499652	0.997523	
2.64517 1.32471	1.32314	1.4185	1.41696	1.29102	1.29438	0.000287444	0.000286762	0.207152	0.206667	0.0331557	0.0337014	0.143566	0.143262	0.00134491	0.00136704	0.647513	0.646082	0	0	0	0	0.155953	0.155595	0	0	0	0	0.908199	1.81321	
2.6565 1.53158	1.52979	1.32249	1.32107	1.18502	1.18811	0.000421432	0.00042042	0.250576	0.249984	0.0359545	0.0365452	0.140098	0.139798	0.00183878	0.00186898	0.710598	0.709022	0.000336876	0.000342408	0	0	0.192525	0.192077	0	0	0.00151594	0.0015123	1.14605	2.28817	
2.66783 1.73572	1.73373	1.23062	1.22931	1.09163	1.09448	0.000628294	0.000626765	0.289523	0.288833	0.0389552	0.0395941	0.135557	0.135263	0.00242165	0.00246134	0.727498	0.725878	0.000222681	0.00022633	0	0	0.174359	0.17395	0	0	0.00300619	0.00299888	0.811672	1.62058	
2.67916 1.93367	1.9315	1.14451	1.14329	1.01047	1.01311	0.000927036	0.000924752	0.327965	0.327176	0.0427803	0.0434806	0.132233	0.131942	0.00287042	0.00291738	0.839847	0.837973	0.000110401	0.000112207	0	0	0.174378	0.173964	0	0	0.00298082	0.00297348	1.04627	2.08905	
2.69049 2.11934	2.11704	1.06644	1.06531	0.932033	0.934462	0.00126507	0.00126191	0.387138	0.3862	0.0452466	0.0459859	0.12874	0.128454	0.00299683	0.00304575	0.843874	0.841986	0.000547366	0.000556302	0	0	0.187692	0.187241	0	0	0.00443366	0.0044226	1.59612	3.18714	
2.70181 2.29026	2.28787	0.99411	0.993056	0.859897	0.862134	0.001785	0.00178049	0.436921	0.435854	0.0489253	0.0497232	0.123823	0.123544	0.00384021	0.00390278	0.903127	0.901104	0.000977013	0.000992932	0	0	0.208104	0.207599	0	0	0.0161207	0.01608	1.6619	3.31873	
2.71314 2.44029	2.43785	0.930508	0.929519	0.800084	0.80216	0.00236598	0.00235993	0.470479	0.469322	0.0519625	0.0528083	0.121257	0.120981	0.0046156	0.00469065	0.948283	0.946157	0.000538262	0.000547015	0	0	0.191837	0.191366	0	0	0.0203463	0.0202943	0.941743	1.88067	
2.72447 2.56804	2.5656	0.872942	0.87201	0.737913	0.739822	0.00334081	0.00333215	0.53841	0.537077	0.0555414	0.0564437	0.118142	0.11787	0.00504436	0.00512623	1.00599	1.00374	0.000960831	0.000976424	0	0	0.203216	0.202713	0	0	0.0273837	0.0273128	1.32306	2.64231	
2.7358 2.67306	2.67067	0.81947	0.818591	0.68693	0.6887	0.00459674	0.00458469	0.608134	0.606621	0.0584572	0.0594051	0.113116	0.112852	0.00603497	0.00613272	1.05735	1.05498	0.0017999	0.00182905	0	0	0.227264	0.226696	0	0	0.02144	0.0213839	2.00679	4.00818	
2.74713 2.75263	2.75032	0.775195	0.774358	0.638968	0.640607	0.0059538	0.00593799	0.660693	0.659043	0.0605553	0.0615353	0.110597	0.110335	0.00672034	0.00682896	1.07984	1.07742	0.00168009	0.00170724	0	0	0.216888	0.21634	0	0	0.0368569	0.0367591	1.53098	3.05804	
2.75846 2.80703	2.80485	0.735172	0.734371	0.595516	0.597036	0.00769337	0.00767269	0.711612	0.709827	0.064062	0.0650967	0.110263	0.109999	0.00726409	0.00738126	1.17362	1.171	0.00114559	0.00116407	0	0	0.224952	0.224378	0	0	0.0323369	0.0322501	1.36659	2.72983	
2.76979 2.83749	2.83546	0.700072	0.699303	0.555389	0.556798	0.00990635	0.0098794	0.778544	0.776585	0.066909	0.0679876	0.10638	0.106123	0.00847015	0.00860648	1.18705	1.18441	0.00216918	0.0022041	0	0	0.249611	0.248968	0	0	0.055779	0.0556276	1.73194	3.45993	
2.78111 2.84315	2.84128	0.669338	0.668595	0.519999	0.52131	0.0124068	0.0123726	0.856165	0.854007	0.0698037	0.0709268	0.10654	0.106279	0.0093618	0.00951217	1.21128	1.2086	0.00276628	0.0028107	0	0	0.239283	0.23866	0	0	0.0470267	0.0468975	1.79255	3.58132	
2.79244 2.83388	2.8322	0.6436	0.642878	0.48621	0.487427	0.0157938	0.0157497	0.914427	0.91212	0.0713472	0.0724928	0.105093	0.104832	0.0106452	0.0108159	1.26458	1.26179	0.00416663	0.0042334	0	0	0.203047	0.202513	0	0	0.067225	0.0670382	1.33352	2.66439	
2.80377 2.80621	2.80472	0.621541	0.620836	0.45444	0.455569	0.0195639	0.0195088	0.965622	0.963184	0.0741677	0.0753563	0.101851	0.101595	0.0115926	0.0117781	1.32073	1.31782	0.00453625	0.00460879	0	0	0.254484	0.253808	0	0	0.0517132	0.0515679	1.98416	3.96476	
2.8151 2.76049	2.75919	0.603448	0.602755	0.427706	0.42876	0.0239777	0.0239093	1.02143	1.01885	0.0784968	0.0797522	0.102346	0.102085	0.0125495	0.0127498	1.34083	1.3379	0.00679972	0.00690822	4.99979e-05	4.9855e-05	0.24029	0.239646	0	0	0.0917962	0.0915353	1.60373	3.20484	
2.82643 2.70305	2.70194	0.586409	0.585727	0.402472	0.403456	0.0293166	0.0292319	1.09107	1.08832	0.0809811	0.0822736	0.0998655	0.0996082	0.0129947	0.0132016	1.39505	1.39202	0.00674532	0.00685272	4.9598e-05	4.94545e-05	0.237029	0.236387	0	0	0.0910618	0.0908002	1.22933	2.45678	
2.83776 2.63622	2.63528	0.573728	0.573052	0.379317	0.380236	0.034822	0.0347202	1.15153	1.14863	0.0845672	0.0859143	0.0992912	0.0990322	0.0150191	0.0152578	1.41051	1.40746	0.0102342	0.0103968	0	0	0.247096	0.246421	0	0	0.0836939	0.0834507	0.860851	1.72042	
2.84908 2.56274	2.56197	0.562497	0.561826	0.360552	0.361417	0.0407056	0.0405853	1.19833	1.19532	0.0855801	0.0869405	0.100248	0.0999836	0.015327	0.0155701	1.45236	1.44925	0.0107387	0.0109089	9.76245e-05	9.73353e-05	0.285991	0.285202	0	0	0.118614	0.118266	1.42337	2.8448	
2.86041 2.48037	2.47976	0.554459	0.553788	0.341198	0.342009	0.0480119	0.0478684	1.27041	1.26723	0.0907571	0.0921968	0.100424	0.100156	0.0171429	0.0174141	1.46539	1.46228	0.0136562	0.0138722	4.84264e-05	4.82812e-05	0.261503	0.260774	0	0	0.149056	0.148614	2.11817	4.23395	
2.87174 2.3958	2.39533	0.548504	0.547832	0.322929	0.323689	0.0548256	0.0546599	1.30461	1.30136	0.0922345	0.0936946	0.0976276	0.0973637	0.018077	0.0183623	1.51191	1.50872	0.0156627	0.0159099	4.80451e-05	4.78993e-05	0.273713	0.272943	0	0	0.162152	0.161666	1.54109	3.08068	
2.88307 2.31033	2.30998	0.542723	0.542049	0.306502	0.307215	0.0639866	0.0637911	1.36235	1.35897	0.0956523	0.0971633	0.0971837	0.0969178	0.0199134	0.020227	1.5718	1.56852	0.0208787	0.0212074	0.000143005	0.000142566	0.279288	0.278496	0	0	0.189195	0.188623	1.80701	3.61259	
2.8944 2.22497	2.22474	0.538648	0.53797	0.291547	0.292218	0.0730565	0.0728308	1.42935	1.42583	0.097731	0.0992716	0.0988247	0.0985511	0.0201599	0.0204766	1.51004	1.50691	0.0261073	0.0265174	0.000141888	0.000141447	0.269444	0.268673	0	0	0.206872	0.20624	1.4481	2.89526	
2.90573 2.14001	2.13987	0.53695	0.536265	0.277712	0.278344	0.0832655	0.0830054	1.4744	1.4708	0.099616	0.101183	0.0976567	0.0973831	0.0212348	0.0215677	1.55214	1.54895	0.0303154	0.0307905	0.000328495	0.000327462	0.288888	0.288053	0	0	0.245808	0.24505	2.05262	4.10437	
2.91705 2.0574	2.05735	0.534922	0.534231	0.265504	0.266101	0.0936736	0.0933779	1.49956	1.49593	0.10066	0.10224	0.0978543	0.0975769	0.0218734	0.0222155	1.60611	1.60285	0.033433	0.0339557	0.000325948	0.000324912	0.29042	0.289573	0	0	0.243902	0.243144	1.56148	3.12254	
2.92838 1.97737	1.97739	0.535866	0.535164	0.253626	0.254189	0.104787	0.104452	1.57024	1.56646	0.10366	0.105283	0.0983693	0.0980871	0.0237837	0.0241548	1.62022	1.61697	0.0403827	0.0410126	0.00041584	0.000414503	0.350553	0.349522	0	0	0.250752	0.249965	1.48205	2.96393	
2.93971 1.90055	1.90064	0.535548	0.534837	0.244794	0.245331	0.115595	0.115222	1.58296	1.57919	0.107539	0.10922	0.0986671	0.0983808	0.0247929	0.0251787	1.60775	1.60457	0.0497004	0.0504739	0.000275094	0.000274199	0.277295	0.276472	0	0	0.340429	0.339353	2.13913	4.27853	
2.95104 1.82886	1.829	0.536511	0.535789	0.234258	0.234765	0.126905	0.126492	1.64957	1.64568	0.108899	0.110597	0.100903	0.100606	0.0258199	0.0262208	1.61724	1.61407	0.0579641	0.0588641	0.000318484	0.000317436	0.300967	0.300066	0	0	0.366074	0.364908	2.71976	5.44077	
2.96237 1.76156	1.76174	0.538833	0.538099	0.227194	0.227679	0.138997	0.13854	1.68266	1.67874	0.109439	0.111142	0.101205	0.100904	0.0279142	0.0283466	1.63659	1.63342	0.0635718	0.0645566	0.000406354	0.000405001	0.296232	0.295337	0	0	0.403509	0.402214	1.51407	3.02908	
2.9737 1.69865	1.69887	0.539393	0.538648	0.217866	0.218325	0.151567	0.151064	1.71586	1.7119	0.112197	0.113939	0.100726	0.100424	0.0277916	0.028221	1.67374	1.67055	0.0716017	0.0727083	0.000358456	0.000357249	0.320594	0.319618	0	0	0.40407	0.402764	1.63322	3.26772	
2.98502 1.64161	1.64187	0.541567	0.540809	0.211802	0.212241	0.165766	0.16521	1.72944	1.7255	0.11456	0.116334	0.102253	0.101942	0.028337	0.0287737	1.68118	1.67801	0.0806642	0.081908	0.000667014	0.000664742	0.318166	0.317188	0	0	0.408213	0.406884	1.94501	3.89199	
2.99635 1.58771	1.588	0.543521	0.542752	0.204463	0.20488	0.178203	0.1776	1.77134	1.76736	0.116531	0.118332	0.103887	0.103567	0.0305724	0.0310425	1.67355	1.67044	0.0977965	0.0993009	0.000838508	0.000835619	0.332446	0.331416	0	0	0.48735	0.485754	1.67296	3.34791	
3.00768 1.53932	1.53963	0.546669	0.545885	0.198706	0.199105	0.190305	0.189654	1.79832	1.79433	0.118343	0.120168	0.106752	0.10642	0.0323902	0.032887	1.68728	1.68419	0.103368	0.104955	0.0010074	0.00100389	0.295651	0.294727	0	0	0.482503	0.480913	1.66038	3.32304	
3.01901 1.49477	1.4951	0.549449	0.548652	0.194074	0.194458	0.204589	0.203883	1.81299	1.80903	0.118168	0.119986	0.108115	0.107775	0.0323758	0.0328711	1.70545	1.70238	0.120939	0.122791	0.0010868	0.00108297	0.316912	0.315912	0	0	0.544618	0.542814	1.7747	3.55221	
3.03034 1.45327	1.45361	0.552604	0.551792	0.188977	0.189345	0.218286	0.217526	1.83871	1.83476	0.123672	0.12557	0.109045	0.108698	0.0334394	0.0339497	1.73933	1.73624	0.141697	0.143862	0.00155332	0.00154778	0.335516	0.334449	0	0	0.609288	0.60726	1.95019	3.90391	
3.04167 1.41752	1.41788	0.557462	0.556633	0.185667	0.186022	0.231839	0.231025	1.84939	1.84548	0.124075	0.125975	0.111746	0.111387	0.0348504	0.0353808	1.65817	1.65527	0.156147	0.158527	0.00179873	0.00179225	0.348054	0.346938	0	0	0.641761	0.639615	1.18639	2.37506	
3.05299 1.38541	1.38579	0.559721	0.558879	0.180547	0.180887	0.244519	0.243653	1.87766	1.87375	0.126115	0.128042	0.115594	0.115219	0.0357931	0.0363364	1.64531	1.64248	0.167403	0.169949	0.00195544	0.00194832	0.333998	0.332918	0	0	0.692099	0.689777	1.85937	3.72273	
3.06432 1.35664	1.35703	0.563946	0.563087	0.178445	0.178774	0.258206	0.257284	1.87278	1.86895	0.128523	0.130483	0.116408	0.116025	0.037048	0.0376089	1.65169	1.64889	0.190557	0.193449	0.0020254	0.00201794	0.341787	0.340673	0	0	0.72117	0.718742	1.47652	2.95644	
3.07565 1.33035	1.33075	0.567641	0.566767	0.174054	0.17437	0.27053	0.269556	1.9097	1.90586	0.131102	0.133096	0.120578	0.120178	0.0378018	0.0383726	1.71418	1.71133	0.207837	0.210984	0.002932	0.00292107	0.413914	0.412555	0	0	0.728308	0.725847	1.46566	2.93493	
3.08698 1.30753	1.30794	0.570972	0.570082	0.171883	0.172189	0.284559	0.283526	1.91789	1.91411	0.133364	0.135387	0.121712	0.121303	0.0391153	0.0397043	1.68057	1.67782	0.231843	0.235347	0.00328473	0.00327236	0.337911	0.336792	0	0	0.779104	0.776464	1.57617	3.1565	
3.09831 1.28613	1.28655	0.574098	0.573193	0.170161	0.170457	0.29826	0.297169	1.92658	1.92286	0.134542	0.136578	0.125508	0.125082	0.0400164	0.0406174	1.6984	1.69566	0.24823	0.251973	0.00330202	0.00328945	0.341017	0.339878	0	0	0.852541	0.849648	1.20359	2.4105	
3.10964 1.26868	1.26911	0.578435	0.577513	0.16929	0.16958	0.312843	0.311689	1.93235	1.92869	0.137236	0.139308	0.130096	0.12965	0.0412312	0.0418488	1.72781	1.72508	0.280434	0.284654	0.00454824	0.00453073	0.362876	0.361654	0	0	0.839703	0.836848	1.25458	2.51277	
3.12096 1.25257	1.25301	0.583051	0.582112	0.167482	0.167762	0.324558	0.323351	1.91609	1.91253	0.140025	0.142133	0.132591	0.132131	0.041024	0.0416367	1.70238	1.69975	0.295242	0.299677	0.00480003	0.00478135	0.354755	0.353551	0	0	0.912697	0.90959	1.30479	2.61353	
3.13229 1.2375	1.23794	0.586901	0.585945	0.16509	0.165361	0.338592	0.337324	1.95013	1.94659	0.141038	0.143157	0.136096	0.135619	0.0420403	0.0426665	1.68818	1.68562	0.319118	0.323902	0.00529037	0.00526956	0.390357	0.389022	0	0	0.958445	0.955181	1.41313	2.83076	
3.14362 1.2255	1.22595	0.590447	0.589475	0.16466	0.164924	0.351928	0.350601	1.94188	1.93844	0.142454	0.144589	0.141401	0.140901	0.0432213	0.0438633	1.62705	1.62462	0.343685	0.348827	0.0066556	0.00662914	0.36265	0.3614	0	0	1.01001	1.00657	1.11068	2.22501	
3.15495 1.21407	1.21453	0.59443	0.59344	0.165436	0.165695	0.365183	0.363796	1.94189	1.93852	0.143771	0.14592	0.14409	0.143574	0.0455984	0.0462738	1.66268	1.66025	0.370917	0.376457	0.00700595	0.0069778	0.371873	0.370581	0	0	1.05221	1.04863	1.6831	3.37207	
3.16628 1.2048	1.20526	0.599209	0.598201	0.163482	0.163732	0.38088	0.379422	1.94341	1.94012	0.147112	0.149305	0.149107	0.148568	0.0461323	0.0468137	1.62866	1.62632	0.388582	0.394375	0.00786492	0.00783298	0.350009	0.348783	0	0	1.05963	1.05603	1.09484	2.19362	
